datetime,open,high,low,close,volume,average,barCount,start_time,VIX,QQQ_close,XLK_close,returns,volatility_20,volume_ma_ratio,close_QQQ_spread,close_XLK_spread
2005-10-03,22.33,22.66,22.26,22.34,2622200.0,22.468,6485,2005-10-03,12.43,39.57,10.44,-0.002678571428571419,0.009970239790115274,0.8801041813507327,-17.23,11.9
2005-10-04,22.36,22.63,22.24,22.59,4033400.0,22.5235,6463,2005-10-04,13.11,39.31,10.35,0.011190689346463722,0.01018946658805753,1.352446098648694,-16.720000000000002,12.24
2005-10-05,22.6,22.66,21.98,22.0,3169800.0,22.193,7415,2005-10-05,14.54,38.74,10.21,-0.026117751217352825,0.011622282034036877,1.0457313653428697,-16.740000000000002,11.79
2005-10-06,21.97,22.25,21.86,22.01,2952600.0,22.0455,7970,2005-10-06,15.07,38.25,10.09,0.00045454545454548523,0.011467837491957879,0.9675960517519367,-16.24,11.920000000000002
2005-10-07,22.1,22.13,21.93,21.99,2415400.0,21.9985,5911,2005-10-07,14.54,38.34,10.11,-0.0009086778736938639,0.011467184300562233,0.7908764668901928,-16.350000000000005,11.879999999999999
2005-10-10,21.96,22.14,21.78,21.85,1603000.0,21.913,4144,2005-10-10,15.43,38.12,10.04,-0.00636653024101852,0.011472262019414693,0.5315303963764416,-16.269999999999996,11.810000000000002
2005-10-11,21.83,21.93,21.44,21.71,3402600.0,21.628,7765,2005-10-11,15.55,37.93,9.97,-0.006407322654462311,0.011249248358761616,1.1306760596142025,-16.22,11.74
2005-10-12,21.65,22.1,21.59,21.59,2270400.0,21.757,6297,2005-10-12,16.06,37.48,9.9,-0.005527406725011508,0.011162326116252255,0.767475585392814,-15.889999999999997,11.69
2005-10-13,21.5,21.55,21.18,21.37,3441200.0,21.3245,8459,2005-10-13,16.29,37.78,9.97,-0.010189902732746559,0.011291377106147832,1.13428703276419,-16.41,11.4
2005-10-14,21.3,21.54,21.1,21.49,2081400.0,21.3415,5160,2005-10-14,14.86,38.06,10.0,0.005615348619560034,0.010578094512644472,0.7164592168309742,-16.570000000000004,11.489999999999998
